"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","EQ"," Bonus 1:1","10","14-Jun-2018","16-Jun-2018","-","-"
"EPL","EPL Limited","EQ"," Bonus 1:1","2","20-Jun-2018","21-Jun-2018","-","-"
"JUBLFOOD","Jubilant Foodworks Limited","EQ"," Bonus 1:1","2","21-Jun-2018","23-Jun-2018","-","-"
"EMAMILTD","Emami Limited","EQ"," Bonus 1:1/Dividend- Rs 7 Per Share","1","21-Jun-2018","22-Jun-2018","-","-"
"HIKAL","Hikal Limited","EQ"," Bonus 1:2","2","22-Jun-2018","25-Jun-2018","-","-"
"AVANTIFEED","Avanti Feeds Limited","EQ"," Bonus 1:2/Face Value Split (Sub-Division) From Rs 2/- Per Share To Re 1/- Per Share","1","26-Jun-2018","27-Jun-2018","-","-"
"NIACL","The New India Assurance Company Limited","EQ"," Bonus 1:1/ Dividend- Rs 5 Per Share","5","27-Jun-2018","28-Jun-2018","-","-"
"JYOTHYLAB","Jyothy Labs Limited","EQ"," Bonus 1:1","1","28-Jun-2018","30-Jun-2018","-","-"
"CUB","City Union Bank Limited","EQ"," Bonus 1:10","1","10-Jul-2018","11-Jul-2018","-","-"
"UNOMINDA","UNO Minda Limited","EQ"," Bonus 2:1/Dividend- Rs 1.60 Per Share","2","11-Jul-2018","12-Jul-2018","-","-"
"ASHOKA","Ashoka Buildcon Limited","EQ"," Bonus 1:2","5","12-Jul-2018","13-Jul-2018","-","-"
"GICRE","General Insurance Corporation of India","EQ"," Bonus 1:1/Dividend- Rs 13.5 Per Share","5","12-Jul-2018","14-Jul-2018","-","-"
"MMFL","MM Forgings Limited","EQ"," Bonus 1:1","10","18-Jul-2018","19-Jul-2018","-","-"
"SUMEETINDS","Sumeet Industries Limited","EQ"," Bonus 1:4","10","02-Aug-2018","04-Aug-2018","-","-"
"BORORENEW","BOROSIL RENEWABLES LIMITED","EQ"," Bonus 3:1","1","02-Aug-2018","03-Aug-2018","-","-"
"WHEELS","Wheels India Limited","EQ"," Bonus 1:1","10","08-Aug-2018","09-Aug-2018","-","-"
"KARURVYSYA","Karur Vysya Bank Limited","EQ"," Bonus 1:10","2","14-Aug-2018","18-Aug-2018","-","-"
"INFY","Infosys Limited","EQ"," Bonus 1:1","5","04-Sep-2018","05-Sep-2018","-","-"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ"," Bonus 1:1","10","11-Sep-2018","13-Sep-2018","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ"," Bonus 1:2","1","12-Sep-2018","14-Sep-2018","-","-"
"IGARASHI","Igarashi Motors India Limited","EQ"," Bonus 25:202","10","27-Sep-2018","28-Sep-2018","-","-"
"CUPID","Cupid Limited","EQ"," Bonus 1:5","1","11-Oct-2018","12-Oct-2018","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ"," Bonus 1:2","1","30-Oct-2018","31-Oct-2018","-","-"
"CONCOR","Container Corporation of India Limited","EQ"," Bonus 1:4","5","04-Feb-2019","05-Feb-2019","-","-"
"WIPRO","Wipro Limited","EQ"," Bonus 1:3","2","06-Mar-2019","07-Mar-2019","-","-"
"NTPC","NTPC Limited","EQ"," Bonus 1:5","10","19-Mar-2019","20-Mar-2019","-","-"
"TTKPRESTIG","TTK Prestige Limited","EQ"," Bonus 1:5","1","15-May-2019","16-May-2019","-","-"
"SYNGENE","Syngene International Limited","EQ"," Bonus 1:1","10","11-Jun-2019","12-Jun-2019","-","-"
"BIOCON","Biocon Limited","EQ"," Bonus 1:1","5","12-Jun-2019","13-Jun-2019","-","-"
"RELAXO","Relaxo Footwears Limited","EQ"," Bonus 1:1","1","26-Jun-2019","27-Jun-2019","-","-"
"AVADHSUGAR","Avadh Sugar & Energy Limited","EQ"," Bonus 1:1","10","27-Jun-2019","30-Jun-2019","-","-"
"MAGADSUGAR","Magadh Sugar & Energy Limited","EQ"," Bonus 4:10","10","27-Jun-2019","30-Jun-2019","-","-"
"UPL","UPL Limited","EQ"," Bonus 1:2","2","02-Jul-2019","03-Jul-2019","-","-"
"GAIL","GAIL (India) Limited","EQ"," Bonus 1:1","10","09-Jul-2019","10-Jul-2019","-","-"
"BHAGERIA","Bhageria Industries Limited","EQ"," Bonus 1:1","5","17-Jul-2019","18-Jul-2019","-","-"
"VBL","Varun Beverages Limited","EQ"," Bonus 1:2","2","25-Jul-2019","27-Jul-2019","-","-"
"RITES","RITES Limited","EQ"," Bonus  1:4","10","08-Aug-2019","11-Aug-2019","-","-"
"SWELECTES","Swelect Energy Systems Limited","EQ"," Bonus 1:2","10","22-Aug-2019","23-Aug-2019","-","-"
"BRITANNIA","Britannia Industries Limited","EQ"," Scheme Of Arangement- Bonus - 1 Debenture For 1 Equity Share Held","1","22-Aug-2019","23-Aug-2019","-","-"
"BRIGADE","Brigade Enterprises Limited","EQ"," Bonus 1:2","10","28-Aug-2019","29-Aug-2019","-","-"
"ASTRAL","Astral Limited","EQ"," Bonus 1:4","1","16-Sep-2019","17-Sep-2019","-","-"
"AARTIIND","Aarti Industries Limited","EQ"," Bonus 1:1","5","27-Sep-2019","30-Sep-2019","-","-"
"IMPAL","India Motor Parts and Accessories Limited","EQ"," Bonus 1:2","10","25-Oct-2019","29-Oct-2019","-","-"
"HCLTECH","HCL Technologies Limited","EQ"," Bonus 1:1","2","05-Dec-2019","07-Dec-2019","-","-"
"BALMLAWRIE","Balmer Lawrie & Company Limited","EQ"," Bonus 1:2","10","26-Dec-2019","28-Dec-2019","-","-"
"RADIOCITY","Music Broadcast Limited","EQ"," Bonus 1:4","2","12-Mar-2020","13-Mar-2020","-","-"
"KTKBANK","The Karnataka Bank Limited","EQ"," Bonus 1:10","10","17-Mar-2020","18-Mar-2020","-","-"
"ELGIEQUIP","Elgi Equipments Limited","EQ"," Bonus 1:1","1","24-Sep-2020","26-Sep-2020","-","-"
"SUVENPHAR","Suven Pharmaceuticals Limited","EQ"," Bonus 1:1","1","25-Sep-2020","28-Sep-2020","-","-"
"AARTIDRUGS","Aarti Drugs Limited","EQ"," Bonus 3:1","10","30-Sep-2020","01-Oct-2020","-","-"
"SAGARDEEP","Sagardeep Alloys Limited","EQ"," Bonus 1:2","10","05-Oct-2020","06-Oct-2020","-","-"
"SHRENIK","Shrenik Limited","EQ"," Bonus 2:1","1","08-Oct-2020","10-Oct-2020","-","-"
"MAHESHWARI","Maheshwari Logistics Limited","EQ"," Bonus 1:1","10","13-Oct-2020","14-Oct-2020","-","-"
"HATSUN","Hatsun Agro Product Limited","EQ"," Bonus 1:3","1","09-Dec-2020","10-Dec-2020","-","-"
"VISHAL","Vishal Fabrics Limited","EQ"," Bonus 1:2","5","16-Dec-2020","17-Dec-2020","-","-"
"VALIANTORG","Valiant Organics Limited","EQ"," Bonus 1:1","10","24-Dec-2020","28-Dec-2020","-","-"
"PILANIINVS","Pilani Investment and Industries Corporation Limited","EQ"," Bonus 2:5","10","31-Dec-2020","02-Jan-2021","-","-"
"KNRCON","KNR Constructions Limited","EQ"," Bonus 1:1","2","03-Feb-2021","04-Feb-2021","-","-"
"ASTRAL","Astral Limited","EQ"," Bonus 1:3","1","18-Mar-2021","19-Mar-2021","-","-"
"INFIBEAM","Infibeam Avenues Limited","EQ"," Bonus 1:1","1","18-Mar-2021","20-Mar-2021","-","-"
"LIBAS","Libas Consumer Products Limited","EQ"," Bonus 1:5","10","06-Apr-2021","07-Apr-2021","-","-"
"IRCON","Ircon International Limited","EQ"," Bonus 1:1","2","20-May-2021","21-May-2021","-","-"
"BRITANNIA","Britannia Industries Limited","EQ"," Scheme Of Arangement- Bonus - 1 Debenture For 1 Equity Share Held","1","25-May-2021","27-May-2021","-","-"
"JAYBARMARU","Jay Bharat Maruti Limited","EQ"," Bonus 1:1","2","07-Jun-2021","08-Jun-2021","-","-"
"VBL","Varun Beverages Limited","EQ"," Bonus 1:2","2","10-Jun-2021","12-Jun-2021","-","-"
"AARTIIND","Aarti Industries Limited","EQ"," Bonus 1:1","5","22-Jun-2021","23-Jun-2021","-","-"
"SALASAR","Salasar Techno Engineering Limited","EQ"," Bonus 1:1","1","13-Jul-2021","14-Jul-2021","-","-"
"VEEDOL","Veedol Corporation Limited","EQ"," Bonus 1:1","2","26-Jul-2021","27-Jul-2021","-","-"
"POWERGRID","Power Grid Corporation of India Limited","EQ"," Bonus 1:3","10","29-Jul-2021","30-Jul-2021","-","-"
"MAANALU","Maan Aluminium Limited","EQ"," Bonus 1: 1","5","02-Aug-2021","03-Aug-2021","-","-"
"GLOBE","Globe Textiles (India) Limited","EQ"," Bonus 2:1","2","03-Aug-2021","04-Aug-2021","-","-"
"DTIL","Dhunseri Tea & Industries Limited","EQ"," Bonus 1:2","10","05-Aug-2021","06-Aug-2021","-","-"
"KBCGLOBAL","KBC Global Limited","EQ"," Bonus 4:1","1","12-Aug-2021","13-Aug-2021","-","-"
"BCG","Brightcom Group Limited","EQ"," Bonus 1:4","2","18-Aug-2021","20-Aug-2021","-","-"
"REDINGTON","Redington Limited","EQ"," Bonus 1:1","2","18-Aug-2021","20-Aug-2021","-","-"
"MITTAL","Mittal Life Style Limited","EQ"," Bonus 1:10","1","31-Aug-2021","01-Sep-2021","-","-"
"RAJMET","Rajnandini Metal Limited","EQ"," Bonus 1:2","1","02-Sep-2021","03-Sep-2021","-","-"
"MHRIL","Mahindra Holidays & Resorts India Limited","EQ"," Bonus 1:2","10","08-Sep-2021","09-Sep-2021","-","-"
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ"," Bonus 2:1","10","14-Sep-2021","15-Sep-2021","-","-"
"KANPRPLA","Kanpur Plastipack Limited","EQ"," Bonus 1:2","10","15-Sep-2021","16-Sep-2021","-","-"
"APLAPOLLO","APL Apollo Tubes Limited","EQ"," Bonus 1:1","2","16-Sep-2021","18-Sep-2021","-","-"
"TPLPLASTEH","TPL Plastech Limited","EQ"," Bonus 1:1","2","16-Sep-2021","18-Sep-2021","-","-"
"LIBAS","Libas Consumer Products Limited","EQ"," Bonus 1:5","10","21-Sep-2021","22-Sep-2021","-","-"
"TIRUPATIFL","Tirupati Forge Limited","EQ"," Bonus 3:4","2","07-Oct-2021","09-Oct-2021","-","-"
"SRF","SRF Limited","EQ"," Bonus 4:1","10","13-Oct-2021","14-Oct-2021","-","-"
"GPIL","Godawari Power And Ispat limited","EQ"," Bonus 1:1","1","26-Oct-2021","27-Oct-2021","-","-"
"MANINFRA","Man Infraconstruction Limited","EQ"," Bonus 1:2","2","17-Nov-2021","19-Nov-2021","-","-"
"APOLLOPIPE","Apollo Pipes Limited","EQ"," Bonus 2:1","10","02-Dec-2021","04-Dec-2021","-","-"
"IEX","Indian Energy Exchange Limited","EQ"," Bonus 2:1","1","03-Dec-2021","06-Dec-2021","-","-"
"KKCL","Kewal Kiran Clothing Limited","EQ"," Bonus 4:1","10","16-Dec-2021","17-Dec-2021","-","-"
"IMFA","Indian Metals & Ferro Alloys Limited","EQ","Bonus 1:1","10","07-Jan-2022","10-Jan-2022","-","-"
"ONEPOINT","One Point One Solutions Limited","EQ","Bonus 1:2","2","18-Jan-2022","19-Jan-2022","-","-"
"GODHA","Godha Cabcon & Insulation Limited","EQ","Bonus 1:1","1","20-Jan-2022","21-Jan-2022","-","-"
"SBC","SBC Exports Limited","EQ","Bonus 1:1","1","22-Feb-2022","23-Feb-2022","-","-"
"HGS","Hinduja Global Solutions Limited","EQ","Bonus 1:1","10","22-Feb-2022","23-Feb-2022","-","-"
"EASEMYTRIP","Easy Trip Planners Limited","EQ","Bonus 1:1","1","28-Feb-2022","02-Mar-2022","-","-"
"VISHAL","Vishal Fabrics Limited","EQ","Bonus 2:1","5","10-Mar-2022","11-Mar-2022","-","-"
"INFIBEAM","Infibeam Avenues Limited","EQ","Bonus 1:1","1","14-Mar-2022","15-Mar-2022","-","-"
"BCG","Brightcom Group Limited","EQ","Bonus 2:3","2","15-Mar-2022","16-Mar-2022","-","-"
"BSE","BSE Limited","EQ","Bonus 2:1","2","21-Mar-2022","22-Mar-2022","-","-"
"NDL","Nandan Denim Limited","EQ","Bonus 2:1","1","24-Mar-2022","25-Mar-2022","-","-"
"SUULD","Suumaya Industries Limited","EQ","Bonus 1:1","10","30-Mar-2022","01-Apr-2022","-","-"
"DUCON","Ducon Infratechnologies Limited","EQ","Bonus 1:10","1","18-Apr-2022","19-Apr-2022","-","-"
"BLS","BLS International Services Limited","EQ","Bonus 1:1","1","13-May-2022","17-May-2022","-","-"
"VBL","Varun Beverages Limited","EQ","Bonus 1:2","2","06-Jun-2022","07-Jun-2022","-","-"
"AUBANK","AU Small Finance Bank Limited","EQ","Bonus 1:1","10","09-Jun-2022","10-Jun-2022","-","-"
"COSMOFIRST","COSMO FIRST LIMITED","EQ","Bonus 1:2","10","16-Jun-2022","18-Jun-2022","-","-"
"AJANTPHARM","Ajanta Pharma Limited","EQ","Bonus- 1:2","2","22-Jun-2022","23-Jun-2022","-","-"
"NAZARA","Nazara Technologies Limited","EQ","Bonus 1:1","4","24-Jun-2022","27-Jun-2022","-","-"
"IOC","Indian Oil Corporation Limited","EQ","Bonus 1:2","10","30-Jun-2022","01-Jul-2022","-","-"
"RATNAMANI","Ratnamani Metals & Tubes Limited","EQ","Bonus 1:2","2","30-Jun-2022","01-Jul-2022","-","-"
"XPROINDIA","Xpro India Limited","EQ","Bonus 1:2","10","01-Jul-2022","04-Jul-2022","-","-"
"UNOMINDA","UNO Minda Limited","EQ","Bonus 1:1","2","07-Jul-2022","08-Jul-2022","-","-"
"TORNTPHARM","Torrent Pharmaceuticals Limited","EQ","Bonus 1:1","5","08-Jul-2022","11-Jul-2022","-","-"
"GMMPFAUDLR","GMM Pfaudler Limited","EQ","Bonus 2:1","2","11-Jul-2022","12-Jul-2022","-","-"
"SONAMLTD","SONAM LIMITED","EQ","Bonus 1:1","5","14-Jul-2022","16-Jul-2022","-","-"
"HARDWYN","Hardwyn India Limited","EQ","Bonus 1:2","1","25-Jul-2022","26-Jul-2022","-","-"
"RECLTD","REC Limited","EQ","Bonus 1:3","10","17-Aug-2022","18-Aug-2022","-","-"
"GAIL","GAIL (India) Limited","EQ","Bonus 1:2","10","06-Sep-2022","07-Sep-2022","-","-"
"DANGEE","Dangee Dums Limited","EQ","Bonus 1:2","1","06-Sep-2022","07-Sep-2022","-","-"
"SONATSOFTW","Sonata Software Limited","EQ","Bonus 1:3","1","08-Sep-2022","10-Sep-2022","-","-"
"BAJAJFINSV","Bajaj Finserv Limited","EQ","Bonus 1:1","1","13-Sep-2022","14-Sep-2022","-","-"
"RAJMET","Rajnandini Metal Limited","EQ","Bonus 1:2","1","15-Sep-2022","16-Sep-2022","-","-"
"BEL","Bharat Electronics Limited","EQ","Bonus 2:1","1","15-Sep-2022","16-Sep-2022","-","-"
"ECLERX","eClerx Services Limited","EQ","Bonus 1:2","10","21-Sep-2022","22-Sep-2022","-","-"
"CHOICEIN","Choice International Limited","EQ","Bonus 1:1","10","22-Sep-2022","23-Sep-2022","-","-"
"RUBYMILLS","The Ruby Mills Limited","EQ","Bonus 1:1","5","23-Sep-2022","26-Sep-2022","-","-"
"BHARATGEAR","Bharat Gears Limited","EQ","Bonus 1:2","10","27-Sep-2022","28-Sep-2022","-","-"
"RAMRAT","Ram Ratna Wires Limited","EQ","Bonus 1:1","5","28-Sep-2022","29-Sep-2022","-","-"
"EXCEL","Excel Realty N Infra Limited","EQ","Bonus 1:2","1","28-Sep-2022","28-Sep-2022","-","-"
"INSECTICID","Insecticides (India) Limited","EQ","Bonus 1:2","10","30-Sep-2022","03-Oct-2022","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ","Bonus 1:2","1","03-Oct-2022","05-Oct-2022","-","-"
"AHLEAST","Asian Hotels (East) Limited","EQ","Bonus 1:2","10","06-Oct-2022","07-Oct-2022","-","-"
"RUCHIRA","Ruchira Papers Limited","EQ","Bonus 1:10","10","10-Oct-2022","11-Oct-2022","-","-"
"SBCL","Shivalik Bimetal Controls Limited","EQ","Bonus 1:2","2","12-Oct-2022","13-Oct-2022","-","-"
"MBAPL","Madhya Bharat Agro Products Limited","EQ","Bonus 1:1","10","18-Oct-2022","19-Oct-2022","-","-"
"DIL","Debock Industries Limited","EQ","Bonus 1:1","10","27-Oct-2022","27-Oct-2022","-","-"
"SIKKO","Sikko Industries Limited","EQ","Bonus 1:2","10","28-Oct-2022","28-Oct-2022","-","-"
"NYKAA","FSN E-Commerce Ventures Limited","EQ","Bonus 5:1","1","10-Nov-2022","11-Nov-2022","-","-"
"GPTINFRA","GPT Infraprojects Limited","EQ","Bonus 1:1","10","11-Nov-2022","12-Nov-2022","-","-"
"MSUMI","Motherson Sumi Wiring India Limited","EQ","Bonus 2:5","1","16-Nov-2022","17-Nov-2022","-","-"
"EASEMYTRIP","Easy Trip Planners Limited","EQ","Bonus 3:1","1","21-Nov-2022","22-Nov-2022","-","-"
"MAHSEAMLES","Maharashtra Seamless Limited","EQ","Bonus 1:1","5","25-Nov-2022","28-Nov-2022","-","-"
"BLS","BLS International Services Limited","EQ","Bonus 1:1","1","08-Dec-2022","10-Dec-2022","-","-"
"CLEDUCATE","CL Educate Limited","EQ","Bonus 1:1","5","16-Dec-2022","16-Dec-2022","-","-"
"SFL","Sheela Foam Limited","EQ","Bonus 1:1","5","21-Dec-2022","22-Dec-2022","-","-"
"PRECWIRE","Precision Wires India Limited","EQ","Bonus 1:2","1","22-Dec-2022","22-Dec-2022","-","-"
"ZIMLAB","Zim Laboratories Limited","EQ","Bonus 2:1","10","22-Dec-2022","22-Dec-2022","-","-"
"SECURCRED","SecUR Credentials Limited","EQ","Bonus 3:1","10","04-Jan-2023","04-Jan-2023","-","-"
"RAMASTEEL","Rama Steel Tubes Limited","EQ","Bonus 4:1","1","06-Jan-2023","06-Jan-2023","-","-"
"RADIOCITY","Music Broadcast Limited","EQ","Scheme Of Arrangement - Bonus Ncrps 1:10","2","13-Jan-2023","13-Jan-2023","-","-"
"KPIGREEN","KPI Green Energy Limited","EQ","Bonus 1:1","5","18-Jan-2023","18-Jan-2023","-","-"
"VINNY","Vinny Overseas Limited","EQ","Bonus 13:10","1","24-Feb-2023","24-Feb-2023","-","-"
"360ONE","360 ONE WAM LIMITED","EQ","Bonus 1:1","1","02-Mar-2023","02-Mar-2023","-","-"
"ASTRAL","Astral Limited","EQ","Bonus 1:3","1","14-Mar-2023","14-Mar-2023","-","-"
"TVSHLTD","TVS Holdings Limited","EQ","Bonus Ncrps 1:116","5","24-Mar-2023","24-Mar-2023","-","-"
"SIRCA","Sirca Paints India Limited","EQ","Bonus 1:1","10","11-May-2023","11-May-2023","-","-"
"VSSL","Vardhman Special Steels Limited","EQ","Bonus 1:1","10","26-May-2023","26-May-2023","-","-"
"LODHA","Macrotech Developers Limited","EQ","Bonus 1:1","10","31-May-2023","31-May-2023","-","-"
"HARDWYN","Hardwyn India Limited","EQ","Bonus 1:3","1","05-Jun-2023","05-Jun-2023","-","-"
"BLUESTARCO","Blue Star Limited","EQ","Bonus 1:1","2","20-Jun-2023","20-Jun-2023","-","-"
"INDIAMART","Indiamart Intermesh Limited","EQ","Bonus 1:1","10","21-Jun-2023","21-Jun-2023","-","-"
"GULPOLY","Gulshan Polyols Limited","EQ","Bonus 1:5","1","21-Jun-2023","21-Jun-2023","-","-"
"KANSAINER","Kansai Nerolac Paints Limited","EQ","Bonus 1:2","1","04-Jul-2023","04-Jul-2023","-","-"
"BEPL","Bhansali Engineering Polymers Limited","EQ","Bonus 1:2","1","05-Jul-2023","05-Jul-2023","-","-"
"SADHNANIQ","Sadhana Nitrochem Limited","EQ","Bonus 2:9","1","05-Jul-2023","05-Jul-2023","-","-"
"ROTO","Roto Pumps Limited","EQ","Bonus 1:1","2","07-Jul-2023","08-Jul-2023","-","-"
"APTECHT","Aptech Limited","EQ","Bonus 2:5","10","14-Jul-2023","14-Jul-2023","-","-"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","Bonus 1:1","10","17-Jul-2023","17-Jul-2023","-","-"
"ANMOL","Anmol India Limited","EQ","Bonus 4:1","10","18-Jul-2023","18-Jul-2023","-","-"
"NDRAUTO","Ndr Auto Components Limited","EQ","Bonus 1:1","10","24-Jul-2023","24-Jul-2023","-","-"
"SHRIPISTON","Shriram Pistons & Rings Limited","EQ","Bonus 1:1","10","24-Jul-2023","24-Jul-2023","-","-"
"MAANALU","Maan Aluminium Limited","EQ","Bonus 1:1","5","27-Jul-2023","27-Jul-2023","-","-"
"KAMOPAINTS","Kamdhenu Ventures Limited","EQ","Bonus 1:1","1","01-Aug-2023","01-Aug-2023","-","-"
"NINSYS","NINtec Systems Limited","EQ","Bonus 4:5","10","03-Aug-2023","03-Aug-2023","-","-"
"GNA","GNA Axles Limited","EQ","Bonus 1:1","10","01-Sep-2023","02-Sep-2023","-","-"
"JTLIND","JTL INDUSTRIES LIMITED","EQ","Bonus 1:1","2","07-Sep-2023","07-Sep-2023","-","-"
"POWERGRID","Power Grid Corporation of India Limited","EQ","Bonus 1:3","10","12-Sep-2023","12-Sep-2023","-","-"
"SARVESHWAR","Sarveshwar Foods Limited","EQ","Bonus 2:1","1","15-Sep-2023","15-Sep-2023","-","-"
"PFC","Power Finance Corporation Limited","EQ","Bonus 1:4","10","21-Sep-2023","21-Sep-2023","-","-"
"BERGEPAINT","Berger Paints (I) Limited","EQ","Bonus 1:5","1","22-Sep-2023","23-Sep-2023","-","-"
"GENSOL","Gensol Engineering Limited","EQ","Bonus 2:1","10","17-Oct-2023","17-Oct-2023","-","-"
"MBAPL","Madhya Bharat Agro Products Limited","EQ","Bonus 1:1","10","20-Oct-2023","20-Oct-2023","-","-"
"KRISHANA","Krishana Phoschem Limited","EQ","Bonus 1:1","10","25-Oct-2023","25-Oct-2023","-","-"
"DPWIRES","D P Wires Limited","EQ","Bonus 1:7","10","08-Nov-2023","08-Nov-2023","-","-"
"SAFARI","Safari Industries (India) Limited","EQ","Bonus 1:1","2","12-Dec-2023","12-Dec-2023","-","-"
"SONATSOFTW","Sonata Software Limited","EQ","Bonus 1:1","1","12-Dec-2023","12-Dec-2023","-","-"
"KRITIKA","Kritika Wires Limited","EQ","Bonus 2:1","2","19-Dec-2023","19-Dec-2023","-","-"
"AXITA","Axita Cotton Limited","EQ","Bonus 1:3","1","22-Dec-2023","25-Dec-2023","-","-"
"ALLCARGO","Allcargo Logistics Limited","EQ","Bonus 3:1","2","02-Jan-2024","02-Jan-2024","-","-"
"ESSENTIA","Integra Essentia Limited","EQ","Bonus 1:1","1","11-Jan-2024","11-Jan-2024","-","-"
"NEWGEN","Newgen Software Technologies Limited","EQ","Bonus 1:1","10","12-Jan-2024","12-Jan-2024","-","-"
"SBC","SBC Exports Limited","EQ","Bonus 1:2","1","19-Jan-2024","19-Jan-2024","-","-"
"KANANIIND","Kanani Industries Limited","EQ","Bonus 1:1","1","30-Jan-2024","30-Jan-2024","-","-"
